customer_id,name,email,phone,age,parental_consent,consent_given,consent_date,transaction_id,amount,transaction_date,data_retention_days,purchase_category,vendor_shared,location
CUST00044,Gauri Oak,ojasvi78@example.com,4264954251,75,True,True,2025-12-01,TXN04280,48130.46,2025-12-10,203,Grocery,False,Khora 
CUST00045,Ishanvi Kaul,anirudhdora@example.org,+918381813724,15,False,True,2025-12-31,TXN08380,44985.29,2026-04-29,173,Clothing,False,Dewas
CUST00046,Reva Chokshi,ubath@example.net,+916665311217,29,True,True,2025-12-31,TXN03229,3591.69,2026-03-18,173,Travel,False,Katihar
CUST00047,Saumya Bora,purohitbenjamin@example.org,7661842449,71,True,True,2025-11-26,TXN04921,33377.96,2026-05-23,208,Grocery,False,Thrissur
CUST00048,Samar Mahajan,kashyapdalbir@example.org,02041438430,38,True,True,2026-02-04,TXN06212,45150.0,2026-01-12,139,Books,False,South Dumdum
CUST00049,Tristan Date,kmore@example.com,8907360084,49,True,True,2026-02-02,TXN07044,30372.41,2025-12-05,141,Grocery,True,Tiruvottiyur
CUST00050,Chandran Vasa,krishnaganguly@example.org,+919640113728,42,True,True,2026-03-11,TXN02781,14260.94,2026-03-17,104,Travel,False,Bhubaneswar
CUST00051,Matthew Gopal,shereekaja@example.net,07036958658,53,True,True,2025-09-23,TXN05086,10036.58,2026-06-12,272,Electronics,True,Bhind
CUST00052,Aryan Bansal,tataomaja@example.com,02609368145,15,True,True,2026-01-12,TXN09432,34848.08,2026-05-23,162,Health,True,Thanjavur
CUST00053,Sanaya Mitra,akshay88@example.com,2351211875,38,True,True,2026-03-05,TXN01747,11020.17,2025-12-06,109,Travel,False,Uluberia
CUST00054,Vansha Shukla,rmurty@example.net,+910716830665,46,True,True,2026-02-05,TXN02185,33412.13,2026-06-06,138,Books,True,Bijapur
CUST00055,Victor Cherian,vbehl@example.net,7119728844,51,True,True,2026-04-03,TXN08271,45352.05,2026-03-03,80,Health,False,Bongaigaon
CUST00056,Charles Kamdar,asandal@example.com,+918351234707,70,True,True,2026-05-04,TXN04544,26112.86,2026-03-05,50,Travel,False,Sirsa
CUST00057,Lakshit Salvi,radhika75@example.com,04572103431,28,True,True,2025-09-18,TXN05239,4120.83,2026-01-31,277,Clothing,True,Madurai
CUST00058,Bhanumati Bhatt,hemangini12@example.net,+917601705459,27,True,True,2025-10-10,TXN05422,20847.13,2026-01-17,255,Clothing,False,Thoothukudi
CUST00059,Noah Srinivas,tanmayi03@example.com,5182295075,66,True,True,2026-05-16,TXN09433,394.21,2026-03-31,37,Grocery,False,Malegaon
CUST00060,Anmol Pathak,davehemal@example.com,2253135030,32,True,True,2026-05-01,TXN08948,44900.79,2026-06-13,52,Health,False,Satna
CUST00061,Kamala Wason,naiksanaya@example.net,03407387420,27,True,True,2026-01-15,TXN06625,42041.23,2026-02-20,159,Clothing,False,Tadipatri
CUST00062,Yashvi Chada,saharidhi@example.org,09531226485,75,True,True,2025-09-04,TXN00445,21487.78,2026-02-21,292,Health,False,Tiruvottiyur
CUST00063,Jason Buch,aayush20@example.com,+917330051621,24,True,True,2025-12-15,TXN06212,47565.09,2026-01-16,190,Health,False,Gwalior
CUST00064,Anthony Mani,kalagaurav@example.com,9458149661,29,True,True,2026-01-10,TXN05734,3524.06,2026-05-03,163,Travel,True,Karimnagar
CUST00065,Megha Bhat,cnagar@example.com,4938297600,15,True,True,2026-05-29,TXN02069,5808.03,2026-01-14,24,Clothing,True,Mathura
CUST00066,Brijesh Chandran,sathvik51@example.com,05806028013,42,True,True,2026-04-06,TXN01877,8271.91,2026-01-07,77,Grocery,False,Chapra
CUST00067,Raghav Shenoy,yatan04@example.org,08484281755,19,True,True,2026-05-23,TXN06150,35779.23,2026-03-30,30,Electronics,False,Aurangabad
CUST00068,Leena Ravi,krishnanyochana@example.com,07447315270,50,True,True,2026-02-25,TXN01984,28340.03,2025-12-25,118,Electronics,False,Bhind
CUST00069,Varenya Balasubramanian,kbalakrishnan@example.org,02039641469,35,True,True,2026-03-07,TXN00208,41134.31,2025-12-19,108,Electronics,False,Mau
CUST00070,Mahika Upadhyay,goyalaahana@example.org,3682953842,40,True,False,2026-02-27,TXN07136,26135.16,2026-05-19,115,Travel,False,Allahabad
CUST00071,Rushil Thaker,xalak97@example.com,+916534563811,30,True,True,2026-05-21,TXN09708,42600.49,2026-05-08,33,Electronics,False,Arrah
CUST00072,Kavya Narang,tarakkaur@example.net,+915111703100,30,True,True,2025-11-06,TXN06210,24765.89,2026-03-07,229,Grocery,False,Baranagar
CUST00073,Ayaan Mander,ronith82@example.org,8630309208,24,True,True,2025-12-08,TXN09768,13885.8,2026-01-25,197,Electronics,True,North Dumdum
CUST00074,Alexander Yohannan,rrout@example.net,2327066415,46,True,False,2025-09-21,TXN03938,32330.55,2026-04-27,275,Health,False,Suryapet
CUST00075,Quincy Nagar,utkarshrege@example.org,02564055223,41,True,True,2025-09-23,TXN05017,18514.12,2026-01-18,273,Books,False,Chandrapur
CUST00076,Nihal Char,sethikashish@example.net,+917850343325,46,True,True,2026-06-12,TXN07435,12645.04,2026-03-25,10,Electronics,False,Haridwar
CUST00077,Vasudha Comar,mnarain@example.com,+916265171947,59,True,True,2025-10-01,TXN03034,36956.37,2026-03-22,265,Grocery,False,Thoothukudi
CUST00078,Ranbir Bobal,tamannabalay@example.org,+916456648219,59,True,True,2026-04-04,TXN03181,18107.97,2026-04-03,79,Grocery,False,Muzaffarpur
CUST00079,Xavier Edwin,ldar@example.com,5072191611,13,True,True,2025-10-03,TXN02069,37664.33,2025-12-14,263,Electronics,True,Machilipatnam
CUST00080,Amaira Rao,eta25@example.org,06063308878,68,True,True,2025-11-17,TXN00842,43099.98,2026-03-10,217,Electronics,False,Surat
CUST00081,Unnati Chand,girindranarang@example.org,09120158834,65,True,True,2026-01-17,TXN02486,28185.7,2026-03-30,157,Grocery,False,Malda
CUST00082,Caleb Karnik,djayaraman@example.com,06608909292,18,True,False,2025-09-30,TXN03698,19080.86,2026-05-06,265,Health,False,Raebareli
CUST00083,William Kohli,dasjatin@example.com,1693882421,32,True,True,2026-06-10,TXN01626,10468.62,2026-02-04,12,Clothing,False,Morena
CUST00084,Mohammed Saini,karanmahika@example.net,+918179476877,29,True,True,2025-10-12,TXN00044,34499.62,2026-01-09,254,Health,True,Navi Mumbai
CUST00085,Dhruv Sodhi,andrew77@example.com,7489572858,31,True,True,2025-11-19,TXN01167,46203.16,2026-01-30,216,Travel,False,Sonipat
CUST00086,Leena Gandhi,falguni79@example.net,1662796810,50,True,True,2026-05-25,TXN02442,41348.89,2026-02-28,29,Electronics,False,Panchkula
CUST00087,Jairaj Chacko,aahuja@example.net,4980218281,16,True,True,2025-11-24,TXN02038,15274.15,2026-05-03,210,Health,False,Giridih
CUST00088,Chanchal Bhalla,parthkorpal@example.org,03887663991,73,True,True,2026-01-31,TXN07079,30225.31,2026-03-02,143,Electronics,False,Machilipatnam
CUST00089,Ishaan Gour,kabirnayak@example.com,01847383784,18,True,True,2026-03-11,TXN00340,33646.85,2026-05-25,104,Grocery,False,Thanjavur
CUST00090,Harita Raghavan,latafaris@example.com,+918207997941,49,True,True,2026-04-03,TXN04558,29307.95,2026-03-09,80,Travel,False,Aurangabad
CUST00091,Omya Bhardwaj,leena18@example.org,08815680886,65,True,True,2025-09-22,TXN01714,16557.2,2026-02-12,273,Travel,False,Jodhpur
CUST00092,Aashi Mall,peribaljiwan@example.com,03316087148,44,True,True,2026-05-28,TXN07452,12694.7,2026-05-16,25,Electronics,False,Dhule
CUST00093,Baljiwan Koshy,chandresh70@example.org,00402902169,75,True,True,2026-05-05,TXN08890,2804.78,2026-05-18,49,Books,True,Solapur
CUST00094,Upadhriti Edwin,minhasnilima@example.org,9464794970,36,True,True,2026-01-19,TXN04376,46390.87,2026-03-03,155,Health,True,Karawal Nagar
CUST00095,Bachittar Madan,gayathrigulati@example.org,2520007210,69,True,True,2025-10-01,TXN03921,15606.43,2026-06-17,264,Electronics,False,Gandhidham
CUST00096,Varsha Chowdhury,davidgill@example.com,+913532092490,48,True,True,2025-10-31,TXN01925,7783.16,2026-05-21,234,Travel,True,Rewa
CUST00097,Lipika Nayak,alkakota@example.org,+913215894172,31,True,True,2025-11-14,TXN03994,7317.63,2026-05-20,220,Clothing,False,Ambarnath
CUST00098,Darsh Borra,chanderwyatt@example.com,08081439351,71,True,True,2026-03-31,TXN06799,39407.1,2026-01-01,83,Grocery,True,Latur
CUST00099,Utkarsh Dar,nitara08@example.com,+912782714596,65,True,True,2026-03-26,TXN08023,22382.71,2026-05-21,89,Health,False,Srikakulam
CUST00100,Anthony Mishra,rhanda@example.net,00799033600,35,True,True,2026-04-05,TXN03091,12016.4,2026-02-18,78,Health,False,Sultan Pur Majra
CUST00101,Upadhriti Chandran,shaurya62@example.net,4597954365,27,True,True,2025-12-24,TXN06247,33218.07,2026-02-06,180,Travel,False,Burhanpur
CUST00102,Jairaj Murthy,gavin68@example.org,03945369918,75,True,True,2026-06-03,TXN05440,43722.1,2025-12-30,20,Health,False,Udaipur
CUST00103,Indali Pandit,maya32@example.org,02519852620,19,True,True,2026-01-06,TXN02530,39098.11,2026-04-28,167,Grocery,False,Thane
CUST00104,Upasna Mittal,aadhya68@example.com,5096563943,34,True,True,2025-12-20,TXN08743,15901.39,2025-12-21,184,Travel,False,Amroha
CUST00105,Samuel Balan,harshilmander@example.com,5715336829,69,True,True,2026-05-07,TXN04709,37363.64,2025-12-12,47,Health,True,Mahbubnagar
CUST00106,Warhi Dey,teerthdyal@example.org,3717760869,75,True,True,2026-02-27,TXN04907,2394.95,2026-05-28,116,Electronics,False,Kota
CUST00107,Ijaya Varma,hsuri@example.org,+918026780413,31,True,True,2025-12-30,TXN02951,4040.52,2026-01-23,175,Health,False,Junagadh
CUST00108,Ijaya Sehgal,praneel27@example.net,2778752859,52,True,True,2026-01-18,TXN04162,33375.35,2026-03-31,155,Health,True,Deoghar
CUST00109,Watika Saha,rthakur@example.net,+912458197717,70,True,True,2026-02-02,TXN09627,48105.25,2025-12-20,141,Travel,False,Thanjavur
CUST00110,Anita Brar,ahans@example.net,7649342701,29,True,True,2025-11-23,TXN01748,28638.94,2026-06-22,212,Books,False,Bhilai
CUST00111,Champak Walla,invalid-email,+919136196126,31,True,False,2025-11-21,TXN04498,43266.86,2026-06-18,214,Travel,False,Alwar
CUST00112,Tamanna Kade,devikakorpal@example.com,6289898081,75,True,True,2026-02-19,TXN04690,11582.91,2026-03-14,124,Grocery,False,Bhagalpur
CUST00113,Barkha Soman,diya14@example.com,8861030066,27,True,True,2026-02-23,TXN02241,45179.84,2026-04-19,119,Travel,False,Alappuzha
CUST00114,Matthew Solanki,tanay67@example.org,0950506750,15,True,True,2026-01-02,TXN04836,20833.6,2026-03-30,172,Clothing,False,Ramagundam
CUST00115,Fitan Choudhury,parmarnidra@example.net,4044058966,21,True,True,2026-05-08,TXN04466,12922.81,2026-02-16,45,Health,False,Thane
CUST00116,Samaksh Baral,uatwal@example.net,04001478236,74,True,True,2026-03-31,TXN01234,48328.36,2026-02-10,83,Travel,True,South Dumdum
CUST00117,Liam Hegde,azadchoudhary@example.org,01400953947,59,True,True,2025-12-20,TXN01480,794.54,2026-05-22,184,Books,False,Pimpri-Chinchwad
CUST00118,Idika Baral,anshkrish@example.net,+919442138099,20,True,True,2026-03-10,TXN06087,11767.71,2026-04-18,104,Electronics,False,Ajmer
CUST00119,Udyati Tank,kannanmanbir@example.net,8705980403,52,True,True,2026-02-06,TXN01036,23266.95,2026-06-05,137,Travel,True,Phagwara
CUST00120,Rayaan Ramaswamy,opalla@example.org,00655539145,32,True,True,2025-09-30,TXN08072,11816.52,2025-12-14,266,Books,True,Ludhiana
CUST00121,Lohit Sachdeva,isaac65@example.com,+919194814225,21,True,True,2025-12-13,TXN08851,37139.22,2026-06-12,192,Clothing,False,Jamalpur
CUST00122,Yashoda Ramakrishnan,saranaayush@example.org,+916957160113,69,True,True,2025-09-25,TXN04584,18589.44,2026-03-12,271,Health,False,Kota
CUST00123,Tarak Palla,upmagola@example.org,02851592713,41,True,False,2026-05-02,TXN08921,32276.86,2025-12-25,51,Electronics,False,Haridwar
CUST00124,Fiyaz Manda,lohitdhillon@example.org,7233365502,38,True,True,2026-06-04,TXN01502,32121.05,2026-06-12,19,Books,False,Mathura
CUST00125,Yamini Sampath,ridhidasgupta@example.com,09263761933,75,True,True,2026-04-12,TXN09251,41507.91,2026-01-22,71,Books,True,Avadi
CUST00126,Owen Wagle,invalid-email,9891283450,26,True,True,2026-04-20,TXN09765,42934.47,2026-01-20,64,Clothing,False,Jamnagar
CUST00127,Lila Nigam,invalid-email,+915021707777,21,True,True,2026-04-16,TXN02160,39520.23,2025-12-27,68,Clothing,False,Karaikudi
CUST00128,Anvi Kulkarni,ethansaraf@example.com,+915749122640,50,True,True,2025-10-17,TXN08620,3271.55,2025-12-15,249,Health,False,Ahmedabad
CUST00129,Anvi Pingle,naraintimothy@example.com,4855733813,62,True,True,2026-02-15,TXN00711,45446.71,2026-03-05,127,Travel,True,Uluberia
CUST00130,Isaiah Borah,goyalrushil@example.net,02015661881,46,True,True,2026-03-02,TXN06581,5487.3,2025-12-11,113,Travel,False,Navi Mumbai
CUST00131,Libni Khatri,maniabhimanyu@example.com,+910912329309,71,True,True,2026-05-15,TXN02068,31690.53,2026-02-07,39,Books,True,Tumkur
CUST00132,Veda Khare,indrajit35@example.com,02961704512,58,True,True,2026-06-11,TXN07049,35118.79,2026-03-21,11,Travel,False,Bathinda
CUST00133,Nimrat Prashad,jmore@example.org,05034047886,54,True,True,2026-02-03,TXN03744,41388.22,2026-05-26,140,Health,False,Kumbakonam
CUST00134,Jasmit Karpe,zilmilaggarwal@example.com,05992966408,39,True,True,2025-11-26,TXN02501,23765.97,2026-02-05,209,Electronics,True,Ramagundam
CUST00135,Christopher Raghavan,pzacharia@example.net,01892362683,66,True,True,2025-12-30,TXN02132,29364.61,2026-05-02,174,Books,False,Delhi
CUST00136,Arin Raman,subramanianwarhi@example.net,+914603092560,48,True,True,2025-10-01,TXN06930,36080.93,2026-02-13,264,Grocery,False,Noida
CUST00137,Vedant Sarkar,ybal@example.net,9242906252,51,True,True,2025-09-26,TXN07901,5500.1,2026-03-16,269,Books,True,Bidhannagar
CUST00138,Hemangini Bahri,viraj00@example.org,00286000276,36,True,True,2025-11-16,TXN09191,40939.5,2026-01-19,219,Books,False,Kumbakonam
CUST00139,Damini Srinivasan,invalid-email,04398941642,56,True,True,2025-09-04,TXN04382,13736.19,2026-06-08,292,Grocery,False,Bhagalpur
CUST00140,Leena Wason,adasgupta@example.net,00718038027,71,True,True,2025-08-29,TXN06567,37074.36,2026-05-27,298,Electronics,False,Mahbubnagar
CUST00141,Nitesh Iyer,manthankata@example.com,02469542943,18,True,True,2025-10-28,TXN06063,16286.71,2026-02-27,237,Books,False,Malegaon
CUST00142,Gunbir Shroff,azaan79@example.com,+911707261547,51,True,True,2025-09-11,TXN01337,33130.74,2026-01-05,284,Health,False,Sasaram
CUST00143,Mohini Randhawa,ubandi@example.com,4568239782,51,True,True,2025-11-14,TXN07044,33943.07,2026-05-04,220,Books,True,Avadi
CUST00144,Tristan Saha,invalid-email,06985110288,44,True,True,2025-11-24,TXN00898,15140.83,2026-01-18,210,Clothing,False,Ongole
CUST00145,Tanmayi Parsa,andraturvi@example.org,8563536028,62,True,True,2025-11-09,TXN07056,19072.35,2026-02-08,225,Travel,True,Kota
CUST00146,Vyanjana Kapoor,upkaar70@example.com,03669963081,27,True,True,2026-04-26,TXN00694,23041.74,2026-05-14,58,Electronics,True,Imphal
CUST00147,Matthew Grewal,patiltara@example.com,7473207403,68,True,True,2025-12-29,TXN04744,1140.74,2026-02-23,175,Grocery,False,Phusro
CUST00148,Aryan Bhat,ati65@example.com,+910885284388,23,True,True,2026-02-22,TXN01444,5382.57,2026-05-20,120,Health,False,Tadipatri
CUST00149,Wahab Walla,omkaarramanathan@example.net,+912232856454,50,True,True,2025-09-19,TXN03631,8489.82,2026-05-27,277,Books,False,Vijayawada
CUST00150,Yashasvi Gulati,fchakrabarti@example.org,07251300042,53,True,True,2026-01-22,TXN02420,7407.57,2026-06-03,152,Clothing,False,Ambala
CUST00151,Zehaan Chakraborty,adhillon@example.net,5885728525,24,True,True,2026-04-04,TXN08096,28230.4,2026-04-14,79,Books,True,Guntakal
CUST00152,Idika Krishna,gvala@example.net,5800214068,41,True,True,2026-05-10,TXN05296,31398.15,2026-04-12,44,Clothing,False,Coimbatore
CUST00153,Matthew Tripathi,jramanathan@example.org,07429861470,41,True,True,2026-01-02,TXN00921,3802.11,2026-02-03,171,Health,True,Secunderabad
CUST00154,Ekaja Dewan,hemapillay@example.net,03936987470,41,True,True,2025-12-12,TXN01480,25402.68,2026-01-31,193,Health,False,Siliguri
CUST00155,Meghana Samra,kundaayush@example.com,+919617836892,50,True,True,2026-04-14,TXN09367,16144.19,2026-06-01,70,Health,False,Kumbakonam
CUST00156,Hiral Sarraf,trivenizachariah@example.org,06857623463,45,True,True,2025-09-14,TXN05627,4308.02,2025-12-26,282,Travel,False,Ujjain
CUST00157,Devansh Varughese,deshpandeekapad@example.net,2265689717,24,True,True,2026-03-20,TXN02601,45905.05,2026-06-20,94,Health,False,Ajmer
CUST00158,Ayaan Sankar,tara76@example.net,7935865458,39,True,True,2026-03-12,TXN05483,4815.85,2025-12-15,103,Travel,False,Munger
CUST00159,Orinder Pall,upadhriti52@example.net,4038748013,37,True,True,2026-03-25,TXN02464,29178.7,2026-04-15,90,Clothing,False,Chapra
CUST00160,Ladli Goswami,jatin14@example.com,8349498783,71,True,True,2026-06-04,TXN09750,4327.48,2026-04-23,19,Books,False,Gopalpur
CUST00161,Jai Das,ranganathanyadavi@example.com,08027755633,37,True,True,2025-11-30,TXN08625,33555.76,2025-12-30,204,Books,False,Guntur
CUST00162,Nakul Kothari,isaiah14@example.com,07213715818,36,True,True,2025-11-25,TXN07968,49998.83,2026-06-12,210,Clothing,False,Bathinda
CUST00163,Isha Hayre,calebbajaj@example.net,+911217472181,17,False,True,2026-04-13,TXN08627,16904.54,2026-03-16,71,Books,False,Bally
CUST00164,Henry Palla,ekanshmani@example.org,09446456853,21,True,True,2025-10-11,TXN02713,2280.25,2026-01-10,255,Grocery,False,Ballia
CUST00165,Owen Sarkar,qasim12@example.net,+911532470377,56,True,True,2026-06-04,TXN07356,12034.51,2026-04-05,18,Health,False,Satna
CUST00166,Krishna Uppal,daniel03@example.net,09840086503,70,True,True,2025-12-12,TXN07565,38928.39,2026-06-11,193,Books,False,Bahraich
CUST00167,Kamya Sha,godakashvi@example.net,+918577733990,46,True,True,2025-10-13,TXN04097,24081.47,2026-01-14,253,Grocery,False,Pimpri-Chinchwad
CUST00168,Ayaan Bassi,aashi56@example.org,+917810352645,48,True,False,2026-03-21,TXN01375,13712.29,2026-03-18,93,Books,True,Jalgaon
CUST00169,Vasana Sathe,lakshmi63@example.net,07933845396,22,True,True,2025-09-23,TXN05728,20803.36,2026-06-04,273,Health,False,Srikakulam
CUST00170,Nimrat Bal,bhavanikamdar@example.com,+917821254338,45,True,True,2025-12-17,TXN05222,41974.9,2025-12-21,188,Travel,True,Agra
CUST00171,Nisha Ben,keerprisha@example.com,+916351880857,34,True,True,2025-10-06,TXN02274,23508.6,2026-01-31,260,Books,False,Secunderabad
CUST00172,Qarin Wason,oahluwalia@example.org,01790147575,13,False,True,2025-09-01,TXN08648,38831.01,2026-01-17,294,Clothing,True,Deoghar
CUST00173,Daksh Kala,dissac@example.org,06271743545,32,True,True,2025-11-04,TXN01030,45266.83,2026-04-11,230,Books,False,Ahmednagar
CUST00174,Jagrati Palla,invalid-email,+917553078170,47,True,True,2026-01-23,TXN07033,17705.52,2026-01-22,150,Books,True,Bijapur
CUST00175,Jhalak Chandran,sanghvimohini@example.net,09661814507,39,True,True,2026-03-09,TXN08619,39341.98,2026-03-19,106,Books,False,Amaravati
CUST00176,Suhani Jain,chandresh09@example.com,7974436970,48,True,True,2026-05-07,TXN06117,910.49,2025-12-14,46,Electronics,False,Unnao
CUST00177,Abeer Chana,staneja@example.net,01732251355,35,True,True,2026-03-06,TXN05448,17679.72,2025-12-26,109,Grocery,False,Visakhapatnam
CUST00178,Chanakya Minhas,jdayal@example.net,4867992361,65,True,True,2026-04-25,TXN07841,40593.73,2026-04-20,59,Electronics,False,Guwahati
CUST00179,Kevin Ravi,qdixit@example.net,6276424651,58,True,True,2026-01-07,TXN03269,15848.23,2026-02-01,167,Grocery,True,Solapur
CUST00180,Alexander Oommen,farasvarghese@example.com,9612718265,45,True,True,2026-04-20,TXN03132,43120.71,2026-03-09,63,Electronics,True,Kalyan-Dombivli
CUST00181,Baljiwan Chana,chandranandini@example.org,02423521696,68,True,True,2025-11-14,TXN06554,44742.41,2026-05-13,220,Health,False,Eluru
CUST00182,Abha Natt,poojakala@example.org,+915103295911,34,True,False,2026-01-18,TXN08508,4222.31,2026-03-14,156,Health,False,Ujjain
CUST00183,Qadim Bakshi,hnarain@example.com,+918809800368,18,True,True,2026-06-12,TXN01681,33079.87,2026-01-10,11,Grocery,True,Bellary
